Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
intr_agre_cons_neur_open_p7.txt,1,589,68.54,5.43,99,95.67,18.41,27.16,90.32,67.4,55.35,17.83,12.22,9.85,1.53,0,0.51,0.34,5.6,15.28,6.79,0.17,16.81,4.24,3.57,7.13,1.02,11.04,6.11,1.19,7.13,3.9,2.04,1.36,13.24,0.51,12.73,5.43,0.68,1.19,1.7,0.34,3.06,0.17,7.64,6.62,0.68,3.74,2.72,0.68,0.68,0,0,0,10.19,4.75,2.04,0,0,0,0.68,3.4,0,0.17,0.51,0,0,0,0,0,2.38,1.19,0,0.85,0.34,0,1.02,0.34,0.17,0,0.17,0,0,0,0,0.34,0,0,0,0,0,0.51,0.34,1.02,3.9,15.28,0.85,2.72,9.68,0.51,0.68,1.19,3.74,7.13,0.68,0.17,0,0,0,0,0,13.07,5.09,6.62,0.34,0,0.68,0.34,0
extr_anta_unco_emot_open_p5.txt,1,600,49.68,1,99,83,16.67,23.5,89.67,68.33,56.33,18.17,13,12,0,0,0,0.83,5.17,14.83,6.67,0.33,15.17,7.5,3.5,7.83,1.5,13.83,5,2.17,3.33,1.17,1.17,1,18.33,0.67,17.33,5.5,1.33,1.33,2.83,1,4.83,0,8.83,6.33,2.17,2.67,1.17,1,0.33,0.5,0,0,7.33,5,1.5,0,0.67,0.83,1.33,1.5,0,0,0,0,0,0,0,0,1.5,0.17,0.5,0.67,0.17,0,1.83,0.17,0,0,0,0,0,0.33,0,0.67,0.33,0.33,0.33,0.17,0,0.17,0,1.33,5.33,11.83,0.83,1.67,7.83,0.67,0.17,0.67,3.33,4.83,3.17,1.83,0.17,0.17,0,0,0,16.83,5.67,6.67,0.33,0,3.17,1,0
intr_anta_cons_emot_clos_p9.txt,1,715,61.04,14.64,98.14,93.39,17.44,24.48,88.25,68.53,54.13,18.6,15.8,9.93,1.12,0,4.06,0.14,2.8,16.92,6.71,0.56,14.55,5.03,3.08,6.71,0.7,13.43,5.87,2.52,4.06,2.66,0.7,0.7,13.71,0.98,12.73,5.59,1.12,1.12,1.82,0,3.5,0,6.15,5.73,0.28,2.94,2.24,0.28,0.14,0.14,0,0,13.71,5.31,1.26,0.14,0.14,0.28,1.4,7.69,0.14,0.28,5.03,0,0,0,0,0,0.98,0.42,0,0.42,0.14,0,0.98,0,0,0,0,0,0,0,0,0,0,0.42,0.14,0,0,0.28,0.28,1.68,3.08,14.97,1.4,2.1,8.11,1.96,0.56,1.54,5.59,7.55,1.68,0.42,0,0,0,0,0,15.1,5.73,8.39,0,0,0.7,0.28,0
intr_anta_unco_emot_clos_p3.txt,1,648,58.02,3.38,98.23,48.44,19.64,26.7,90.12,67.9,57.25,16.67,12.04,10.49,0.93,0,0,0.62,4.63,15.28,6.79,0.62,16.36,5.09,4.63,8.95,1.7,11.73,5.25,2.16,6.79,3.24,2.47,1.23,14.66,0.77,13.89,5.4,1.54,1.23,1.23,0.31,3.7,0.15,5.71,3.55,1.7,2.16,0.77,0.77,0.15,0.62,0,0,9.88,5.09,1.54,0,0.77,0.46,0.77,4.48,0,0.15,0,0,0.15,0,0,0.15,3.86,0,0,3.7,0.15,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.77,0.31,0.31,0,0.62,0.31,0.93,4.17,9.1,0.46,2.01,5.56,0.15,0.31,0.77,3.86,6.94,0.46,0.31,0,0,0,0,0,11.11,5.09,4.48,0,0,0.77,0.77,0
intr_agre_unco_neur_clos_p10.txt,1,619,86.89,50.64,93.55,85.04,18.76,27.14,88.21,67.04,52.18,15.35,11.47,6.46,2.91,0,1.62,0.32,3.88,18.74,8.56,0.81,16.96,4.04,2.42,5.17,0.32,11.63,6.79,2.42,6.79,5.17,0.81,0.81,10.18,0.32,9.85,4.52,0.48,0.48,1.94,0,0.97,0,5.01,4.52,0.16,2.26,1.78,0.16,0.16,0,0,0,13.73,5.82,0.48,0,0,0,2.1,6.62,0.32,0.16,0,1.62,0,0,0,0,2.26,0.32,0,0.97,0.81,0.16,1.13,0.16,0.16,0,0,0,0,0.48,0,0,0,0.16,0,0.16,0,0.16,0.48,1.62,4.52,14.05,0.65,2.26,9.53,0.65,0.16,0.97,4.85,6.95,0.81,0.48,0,0,0,0,0,12.28,5.33,6.46,0,0,0,0.48,0
intr_agre_cons_emot_clos_p3.txt,1,717,73.62,1.68,99,59.62,17.92,21.9,87.59,68.76,57.18,18.97,13.25,11.85,0.7,0,0,0.42,5.72,16.74,8.23,0.84,17.29,4.18,2.93,6.69,0.98,11.16,4.18,2.23,4.74,2.79,0.56,1.39,12.83,0.42,12.41,5.44,0.42,1.53,2.09,0.14,3.07,0,4.74,3.49,0.98,1.95,1.39,0.28,0.28,0,0,0,9.34,4.6,0.7,0,0,0.14,0.42,2.65,0,0.42,0,0,0,0,0,0,2.51,0.56,0.28,1.53,0,0.14,0.28,0,0,0,0,0,0,0,0,0.7,0.28,0.14,0.14,0.14,0,0.14,0.14,0,3.49,14.5,0.42,2.51,8.51,0.56,0.7,1.95,3.07,7.81,0.7,0.28,0.14,0,0.14,0,0,13.11,5.58,6.14,0,0,0.84,0.56,0
extr_agre_cons_emot_open_p5.txt,1,579,72.16,63.57,89.54,99,17.55,29.53,89.46,67.01,52.33,15.37,11.57,4.84,3.8,0,2.25,0.69,3.8,16.23,6.91,0.69,14.51,4.49,2.76,7.25,0.35,12.09,6.91,2.42,9.67,6.74,1.9,1.04,10.88,0.52,10.36,3.97,1.9,0.52,0.69,0.35,2.25,0.35,8.98,8.29,0.35,3.11,2.76,0,0,0,0,0,16.93,7.6,2.25,0.17,0,0,2.42,7.6,0,0.17,0,2.42,0,0,0,0,2.25,0.69,0,1.21,0.35,0,1.04,0.17,0,0.17,0,0,0,0.17,0,0,0,0.17,0,0.52,0,0.35,0.35,2.94,4.84,13.47,0.86,2.42,9.33,0.69,0.52,0.17,5.01,5.7,1.21,0.17,0,0,0,0,0,14.85,5.7,8.64,0,0,0.35,0.17,0
intr_agre_unco_emot_clos_p9.txt,1,651,72.68,24.47,96.05,77.27,17.59,26.11,88.79,68.66,54.53,15.82,10.6,7.53,2.76,0,0,0,5.22,16.9,8.45,0.46,15.21,4.45,3.99,7.22,0.77,12.14,5.68,2.92,9.98,6.3,2.46,1.38,13.52,0,13.52,4.45,1.69,1.23,1.69,0,3.69,0.46,5.68,4.61,0.92,2,1.23,0.61,0.61,0,0,0,12.44,5.99,2.92,0,0,0,0.15,6.3,0,0,0,0,0,0,0,0,2.46,0.46,0,2,0,0,0.31,0.15,0,0,0,0,0,0,0,1.23,0,0.15,0,0.15,0,0.31,0,0.31,3.53,11.98,0.61,1.69,8.45,0.61,0.46,0.46,3.23,8.14,1.23,0.31,0,0,0,0,0,10.29,5.68,4.15,0,0,0.15,0.31,0
intr_anta_unco_neur_open_p7.txt,1,597,46.37,1,99,22.31,17.06,22.78,89.45,71.02,58.63,19.93,12.4,11.73,0,0,0,0.17,7.54,15.91,6.2,0.17,15.24,7.37,4.52,5.7,1.68,14.41,5.53,2.01,3.02,0.67,0.17,2.18,17.92,1.34,16.58,5.03,1.17,2.18,3.69,0.5,4.19,0,8.21,4.19,4.02,4.19,1.68,2.51,1.51,0.67,0.17,0,5.86,3.69,0.17,0,0.67,0.17,0.34,1.34,0,0,0,0,0.17,0,0,0.17,1.17,0.17,0.5,0.5,0,0,0.84,0.5,0,0,0.5,0,0,0.17,0.17,0.84,0.17,0.34,0.5,0,0,0,0.17,0.84,4.69,11.39,0.5,1.17,8.38,0.34,0.67,0.84,4.02,9.05,0.5,0.67,0,0,0,0,0,13.9,5.86,6.87,0,0,1.17,0,0
extr_anta_unco_neur_clos_p1.txt,1,530,59.47,1,98.38,52.27,16.06,25.85,87.74,68.49,58.49,18.49,12.64,11.13,0,0,0,1.51,5.85,17.55,7.74,0.19,15.85,6.23,3.96,6.79,1.51,10.75,5.28,1.89,4.91,1.32,1.7,1.89,15.09,0.94,14.15,3.4,1.13,1.32,1.89,0.75,4.72,0,7.92,4.72,2.64,3.77,1.7,1.51,0.94,0.38,0,0,6.79,3.77,0.38,0,0.94,0.19,0.94,2.26,0,0.19,0,0,0.19,0,0,0.19,2.08,0.38,0.38,1.13,0,0.19,2.08,0.75,0,0,0.38,0,0,0,0,0,0.38,0.38,0,0.38,0,0.38,0.57,1.13,1.51,13.4,1.32,1.51,8.68,1.32,0.19,0.57,1.89,5.47,1.32,0.94,0,0,0,0,0,15.85,6.23,8.49,0,0,1.13,0,0
extr_anta_unco_neur_clos_p5.txt,1,693,67.6,16.63,90.21,12.65,16.12,24.82,89.9,70.85,57,17.6,13.42,8.95,1.88,0,1.15,1.3,4.18,17.03,6.78,0.58,16.74,5.48,3.32,6.78,0.87,13.42,7.65,2.6,7.79,3.61,2.6,1.73,14,0.72,13.28,3.9,2.89,1.3,1.3,0.14,3.46,0.29,8.8,4.04,4.76,4.18,1.44,2.74,0.29,1.59,0,0,13.71,6.78,0.72,0,2.45,0.29,3.17,6.64,0,1.01,0,1.15,0,0,0,0,1.01,0.43,0,0.58,0,0,1.01,0.72,0,0.29,0.29,0,0,0,0,0.14,0.29,0.43,0.29,0.29,0,0,0.29,0.72,4.04,9.52,1.15,1.3,6.2,0,0.14,0.72,3.9,8.8,0.72,0.72,0,0,0,0,0,13.28,6.2,5.63,0,0,0.43,1.01,0
intr_anta_cons_neur_open_p9.txt,1,704,79.52,9.34,95.15,60.4,18.05,26.42,86.08,65.34,54.4,16.48,13.35,9.94,1.42,0,1.42,0.28,3.13,17.47,8.66,0.14,16.9,3.98,3.69,6.11,0.99,9.94,5.11,2.27,7.1,4.55,1.56,1.14,10.51,0.71,9.8,3.69,0.43,1.14,1.42,0.28,2.84,0,6.68,4.55,1.99,2.84,1.99,0.71,0.28,0.28,0,0,12.22,5.97,1.7,0.28,0.28,0.14,1.56,5.26,0,0.57,1.56,0,0,0,0,0,1.7,0.43,0,0.99,0.28,0,1.14,0.28,0.28,0,0,0,0,0.43,0,0,0.57,0.14,0,0,0,0.28,0.14,1.56,3.27,13.49,0.85,2.13,8.1,0.99,0.85,1.14,3.13,7.67,0.99,0.14,0,0,0,0,0,13.78,5.54,6.68,0,0,0.99,0.57,0
intr_anta_unco_neur_open_p3.txt,1,718,49.11,4.69,97.07,76.42,15.96,24.09,90.53,69.78,56.41,20.47,16.02,11.56,0.97,0.28,2.37,0.28,4.46,14.62,7.38,0,14.07,5.85,4.46,5.57,1.95,14.35,4.32,1.39,5.29,3.2,0.56,1.67,14.07,0.56,13.37,4.74,0.28,1.67,2.51,0.7,3.48,0.28,7.24,5.29,1.67,3.76,2.37,1.11,0.28,0.42,0,0,13.51,5.85,0.7,0,0.14,0,1.25,6.27,0,0.42,2.51,0,0,0,0,0,1.95,0.7,0,0.84,0.56,0,1.39,0.14,0.14,0,0,0,0,0.7,0,0.42,0.84,0.7,0.42,0.28,0,0.14,0,1.11,3.34,13.65,0.97,1.53,8.22,1.53,0.42,1.53,3.06,10.58,0.56,0.28,0,0,0,0,0,16.57,6.27,7.24,0,0,1.81,1.25,0
extr_agre_cons_emot_open_p1.txt,1,607,76.38,34.43,98.14,80.57,20.23,29.16,86.82,66.06,50.41,17.46,12.52,8.24,3.79,0,0,0.49,4.94,18.12,8.4,0.49,13.84,2.64,2.47,6.43,0.33,10.38,6.75,2.31,9.72,6.75,1.81,1.15,10.54,0.49,10.05,3.13,1.15,0.66,1.32,0.16,1.98,0.66,7.91,5.6,1.65,3.62,2.14,0.82,0.33,0.16,0.16,0,10.21,4.12,1.65,0.16,0,0.16,1.32,5.77,0,0.82,0,0,0.16,0.16,0,0,1.98,0.33,0,1.15,0.33,0.16,1.15,0.49,0.16,0,0,0,0,0.16,0,0.33,0.16,0.33,0.16,0,0.16,0.99,0.82,1.81,2.14,13.51,0.16,2.8,9.56,0.66,0.16,0.66,4.61,5.93,0.66,0.66,0,0,0,0,0,11.7,4.94,6.1,0,0,0.33,0.33,0
intr_agre_cons_emot_clos_p7.txt,1,592,72.22,23.9,67.41,90.99,17.41,24.66,91.55,67.74,54.39,16.05,11.66,7.43,0.68,0,3.55,0,4.39,16.22,7.09,0.34,16.39,5.24,3.38,7.43,0.17,12.84,6.25,2.2,6.59,2.53,2.53,1.69,10.98,1.01,9.97,2.87,0.84,1.86,1.35,0.34,1.52,0.51,9.12,6.59,1.52,2.7,1.01,0.68,0.34,0,0.34,0,12.5,6.08,2.7,0,0,0,0.51,5.41,0,0.34,3.55,0,0,0,0,0,2.87,0.17,0.51,1.52,0.51,0.17,3.04,0.17,0,0.17,0,0,0,2.03,0,0.84,0.34,0.68,0,0.51,0,0.51,0.34,0.84,4.73,12.67,1.35,2.03,8.11,0.51,0.84,0.34,4.05,6.93,1.86,0.84,0,0,0,0,0,11.49,5.74,4.9,0,0,0.68,0.17,0
intr_anta_unco_emot_clos_p7.txt,1,744,70.98,13.53,96.26,78.26,15.83,23.12,89.11,69.76,56.59,18.68,14.52,9.95,1.61,0,2.55,0.13,4.17,18.28,7.8,0.4,16.26,4.84,3.9,4.97,0.94,12.23,5.91,2.55,6.18,3.63,0.81,1.75,11.42,1.34,10.08,3.23,0.54,1.34,1.34,0.13,2.82,0,6.85,4.97,1.21,2.55,0.94,0.94,0.4,0.13,0.13,0,11.69,4.3,1.34,0,0.4,0,0.94,6.45,0,0.54,2.82,0,0,0,0,0,1.08,0.13,0,0.4,0.54,0,1.61,0,0,0,0,0,0,0.67,0,0,0.4,0.4,0,0.13,0,0,0.94,1.08,3.76,14.92,0.94,2.82,9.41,1.21,0.4,0.54,3.63,7.93,0.81,0.27,0.13,0,0.13,0,0,15.05,6.32,7.93,0,0,0.54,0.27,0
extr_anta_unco_emot_open_p1.txt,1,658,68.55,2.63,96.06,24.09,17.78,21.12,89.51,71.28,57.6,16.57,12.46,10.18,0.3,0,0.91,0.76,4.1,15.81,8.81,0.76,15.35,5.47,3.8,7.29,1.22,14.29,5.47,3.19,5.47,2.89,1.37,1.22,13.98,1.52,12.46,4.1,1.82,0.46,0.61,0.15,3.8,0.15,8.05,4.1,3.8,3.19,0.76,2.28,0.46,1.06,0.3,0,11.4,6.84,0.76,0.15,1.22,0.3,1.06,3.65,0,0.3,0,0.91,0.15,0,0,0.15,1.52,1.22,0.15,0.15,0,0,1.37,0.46,0,0,0,0,0,0.15,0.15,0.76,0.15,0.76,0.61,0.15,0,0.15,0.61,0.46,5.62,10.94,1.22,1.52,5.47,0.3,0.46,1.52,4.1,8.66,1.52,0.15,0,0,0,0,0,12.61,5.62,5.62,0,0,0.61,0.76,0
intr_agre_cons_neur_open_p3.txt,1,681,84.39,2.83,99,97.33,17.92,27.31,90.75,67.25,55.51,15.42,11.16,10.28,0.15,0,0.15,0.44,4.26,17.62,10.43,0.44,16.89,4.55,3.08,6.61,0.88,11.01,4.85,1.91,4.55,2.06,1.17,1.47,11.31,0,11.01,3.96,1.32,1.03,1.32,0.15,2.35,0.73,7.49,6.9,0.44,3.52,3.23,0.15,0.15,0,0,0,10.87,6.61,0.88,0.15,0.15,0.15,2.5,2.35,0,0.15,0.29,0,0,0,0,0,1.47,0.29,0.44,0.44,0.15,0.15,0.73,0.44,0,0.15,0,0,0,0.15,0,0,0.15,0.59,0.29,0.59,0,0.29,0.29,1.62,3.52,14.1,1.03,2.06,9.25,0.29,0.29,1.03,4.55,6.75,0.88,0.29,0,0,0,0,0,12.33,5.29,5.43,0.29,0,0.88,0.44,0
extr_agre_cons_neur_clos_p5.txt,1,613,85.77,86.96,6.92,99,19.16,24.8,85.81,64.76,50.24,12.23,9.3,0,0.33,0,8.32,0.49,2.94,17.29,9.79,0.49,15.33,2.77,3.43,8.48,0.65,10.77,5.87,2.12,5.55,3.26,1.79,0.65,9.79,0.65,8.97,2.61,1.96,0.65,0.82,0.16,2.45,0.16,9.14,8.32,0.49,2.94,2.45,0.16,0.16,0,0,0,19.58,6.69,2.12,0,0,0.16,1.31,11.91,0,0.33,8.97,0,0,0,0,0,3.26,2.77,0,0.16,0.16,0.16,1.47,0.49,0.16,0.16,0.16,0,0,0,0,0,0.16,0.33,0,0.65,0,0.33,0.33,0.49,3.92,13.21,0.98,2.12,7.99,0.16,1.14,1.14,3.75,7.34,0.33,0.33,0,0,0,0,0,14.68,5.22,7.01,0,0,1.63,0.82,0
intr_agre_unco_neur_open_p9.txt,1,739,89.89,2.76,99,75.06,19.45,27.6,87.28,65.09,53.32,15.16,11.37,10.28,0,0,0.54,0.41,3.79,17.32,9.88,0.14,17.46,3.11,2.3,6.09,0.41,9.07,5.82,1.89,5.41,2.03,1.76,2.03,12.99,0.41,12.58,5.28,2.03,0.68,1.89,0,2.71,0,6.77,4.87,1.35,2.71,1.49,0.68,0.41,0,0,0,7.71,3.79,1.49,0,0,0.14,0.95,2.3,0,0,0.68,0,0,0,0,0,2.57,0.81,0.27,1.08,0.27,0.14,0.68,0.41,0.14,0,0.27,0,0,0.14,0,0.41,0,0.14,0.14,0.27,0,0.27,0.14,1.49,2.98,13.94,0.54,1.49,10.01,0.41,0.27,1.08,3.79,4.19,0.95,0.81,0,0,0,0,0,12.18,4.87,6.22,0.27,0,0.27,0.54,0
intr_agre_unco_neur_open_p10.txt,1,663,80.69,11.85,96.82,98.56,17.92,31.37,88.39,69.53,53.54,15.69,12.07,9.8,0.6,0,0,1.36,3.62,16.89,9.2,0.45,15.84,4.22,2.87,7.09,0.3,12.67,7.99,2.56,7.84,4.68,2.26,0.9,11.16,0.3,10.86,4.68,1.21,0.75,1.36,0.15,1.66,0.45,9.05,7.99,0.9,3.17,2.41,0.6,0.6,0,0,0,12.52,6.49,2.87,0,0,0.3,1.06,4.98,0,0,0,0,0,0,0,0,3.62,0.6,0,2.87,0.15,0,0.3,0.15,0,0,0.15,0,0,0,0,0.6,0,0.6,0,0.45,0,0.9,0.75,1.36,2.71,13.12,0.9,1.21,7.99,1.36,0.45,1.21,3.77,7.84,1.21,0.3,0,0,0,0,0,11.46,5.58,4.98,0,0,0.3,0.6,0
extr_anta_unco_neur_open_p10.txt,1,683,60.13,40.06,85.76,75,14.23,22.55,91.95,72.18,57.25,20.06,15.96,7.32,1.02,1.02,3.51,2.93,4.1,16.69,6.73,0.59,16.11,4.83,3.81,6.44,0.88,14.64,4.25,2.34,5.42,2.93,1.76,0.73,14.93,0.44,14.49,5.27,1.76,1.32,2.34,0.44,3.37,0,7.47,5.27,1.76,3.22,1.9,0.88,0,0.29,0.15,0,16.4,6.3,0.88,0.15,0.29,0,2.93,9.52,0,0.29,3.81,0,0,0,0,0,2.2,1.46,0.29,0.29,0,0.15,2.05,0,0,0,0,0,0,0.59,0,0.15,0,0.59,0,0.44,0,0.59,0.44,1.32,3.95,13.91,1.17,2.78,7.76,1.9,0,0.59,2.34,7.91,0.73,1.17,0.73,0.44,0.15,0.15,0,18.3,5.86,7.32,0.59,0.59,1.46,2.49,0
intr_agre_unco_neur_open_p8.txt,1,689,81.69,1.31,98.69,54.02,17.67,26.27,88.68,66.04,55.73,16.98,11.76,11.47,0,0,0,0.15,5.22,18,9,0.29,17.27,4.06,2.47,6.97,0.44,9.14,4.93,2.18,5.08,2.9,0.87,1.6,12.63,0.29,12.34,4.06,1.16,1.31,1.74,0.29,2.9,0,7.69,4.64,2.47,3.63,1.45,1.6,1.45,0.15,0,0,10.3,6.68,1.31,0,0.29,0,1.6,1.6,0,0.15,0,0,0,0,0,0,1.6,0.73,0.44,0.44,0,0,1.6,0.73,0,0,0.44,0,0,0,0,0.15,1.02,0.29,0,0.15,0,0.15,0.29,1.02,3.19,11.61,0.29,1.45,8.56,0,0.58,0.87,3.34,7.4,0.15,0.58,0,0,0,0,0,13.5,5.66,6.97,0,0,0,0.87,0
extr_agre_cons_neur_clos_p4.txt,1,548,69.94,7.99,95.32,76.79,18.9,28.83,90.51,70.8,56.75,17.7,11.31,9.12,0.55,0,0,1.28,6.39,14.78,8.94,0,15.51,5.29,2.55,8.03,0.55,13.69,6.57,1.46,5.11,2.01,2.01,1.09,15.51,0.36,15.15,4.93,2.19,1.28,2.55,0.55,2.74,0.91,5.29,4.38,0.73,2.01,1.09,0.73,0.73,0,0,0,11.5,5.66,2.01,0,0,0.36,1.46,4.2,0,0,0,0,0.18,0.18,0,0,0.73,0,0.18,0.55,0,0,0.36,0,0,0,0,0,0,0,0,0.18,0,0.91,0,0.18,0,0.18,0.36,0.73,3.65,11.5,0.91,1.46,6.57,0.55,0.36,1.64,3.83,9.12,1.09,0.36,0,0,0,0,0,11.5,5.29,5.47,0,0,0.55,0.18,0
intr_agre_cons_neur_open_p2.txt,1,652,76.09,4.64,99,82.72,17.16,24.69,88.34,66.56,53.83,16.1,11.81,9.82,1.99,0,0,0,4.29,17.79,8.59,0.46,15.18,3.53,2.3,8.13,0.92,9.51,6.75,2.91,8.59,3.53,1.99,3.53,13.5,0.77,12.73,4.91,1.07,0.77,1.38,0,3.37,0.46,5.67,4.91,0.77,1.84,1.53,0.31,0.31,0,0,0,7.98,4.14,1.07,0,0,0.15,0.31,2.61,0,0,0,0,0,0,0,0,1.38,0.61,0.15,0.46,0.15,0,1.07,0.15,0,0,0,0,0,0.15,0,0.31,0,0.15,0.31,0,0,0,0.15,1.07,3.83,14.72,0.61,1.69,10.58,0.77,0.31,0.92,3.53,6.6,0.31,0.15,0,0,0,0,0,12.88,5.83,6.13,0,0,0.61,0.31,0
intr_anta_unco_emot_clos_p6.txt,1,668,69.78,1,99,50.05,18.56,23.8,88.32,69.61,56.14,18.41,13.77,12.72,0,0,0,0.9,4.64,16.17,7.19,0.15,16.77,3.74,3.74,6.89,0.9,10.33,6.14,1.95,5.24,0.9,1.5,2.84,14.97,0.75,14.22,4.79,1.05,1.35,1.95,1.05,4.04,0.3,7.93,4.49,2.54,3.14,1.2,1.05,0.15,0.45,0.3,0,5.54,3.44,0.75,0,0.6,0.45,0.45,1.2,0,0,0,0,0.15,0,0,0.15,1.8,0.15,0,1.05,0.6,0,1.35,0.3,0,0,0.15,0,0,0.6,0,0.45,0.3,0.3,0.3,0.3,0,0.3,0.45,1.35,1.35,12.72,1.05,2.25,8.23,0.6,0.45,0.15,3.74,7.49,0.45,0,0,0,0,0,0,12.43,5.39,6.89,0,0,0.15,0,0
intr_agre_cons_emot_clos_p6.txt,1,693,95.04,6.82,98.38,95.56,21,26.41,85.43,64.79,53.1,12.55,8.95,8.08,0.43,0,0,0.43,3.61,17.32,11.26,0.29,18.61,3.46,1.44,6.78,0.43,8.08,6.78,1.59,4.04,1.3,0.87,1.88,10.1,0.43,9.52,4.62,1.3,0.58,1.01,0.14,1.15,0.58,6.78,6.2,0.29,2.89,2.6,0,0,0,0,0,5.19,3.17,1.3,0,0,0,0.14,1.01,0,0,0,0,0,0,0,0,1.01,0.72,0,0.14,0.14,0,0.87,0.43,0.14,0.14,0,0,0,0,0,0,0,0.14,0,0.43,0,0.14,0.14,0.87,3.61,17.6,0.29,1.88,10.53,1.15,2.02,1.59,4.33,3.75,1.15,0.14,0,0,0,0,0,12.99,4.76,6.35,0,0,0.43,1.44,0
intr_anta_unco_neur_open_p2.txt,1,650,86.77,8.28,98.38,77.35,18.06,26.31,85.23,67.23,53.69,15.08,12.31,9.69,0,0,0.15,2,2.77,17.23,11.69,0.46,15.23,4.31,2.31,6.46,0.62,12.15,6.15,1.85,3.54,1.85,1.08,0.92,10.92,0.15,10.77,5.08,0.46,1.08,2,0,2,0,5.69,4.46,0.77,2.31,1.23,0.62,0.31,0.31,0,0,9.69,3.85,1.08,0.15,0.31,0,0.62,4.77,0,0,0,0.15,0,0,0,0,2.92,1.69,0,1.23,0,0,0.46,0.15,0,0,0.15,0,0,0.15,0,0,0.15,0.15,0,0.15,0,0,0.31,2,2.77,13.69,0.62,2.15,9.08,1.08,0.46,0.62,3.23,8.15,0.15,0,0,0,0,0,0,12.15,5.54,6,0,0,0.31,0.31,0
intr_anta_cons_neur_open_p8.txt,1,665,81.65,6.16,98.53,60.39,17.5,28.42,86.77,64.36,52.03,17.29,13.38,10.38,0.45,0,1.65,0.75,3.91,18.8,9.32,0,15.64,3.01,2.86,5.86,0.6,11.13,4.36,1.65,4.81,2.86,0.9,1.05,12.63,0.75,11.88,5.86,1.35,0.75,0.9,0.3,2.11,0,5.86,4.06,1.5,2.71,1.35,1.05,0.45,0.45,0,0,10.68,5.41,0.6,0,0.45,0.15,2.41,4.06,0.3,0,1.65,0,0,0,0,0,0.9,0.3,0.15,0.45,0,0,1.2,0,0,0,0,0,0,0.15,0,0.3,0.15,0.3,0.15,0.15,0,0.3,0.3,1.2,3.61,16.09,1.8,2.26,9.47,1.65,1.05,0.45,2.56,7.52,0.45,0.6,0,0,0,0,0,13.83,5.71,7.52,0,0,0.15,0.45,0
extr_anta_unco_neur_clos_p4.txt,1,597,61.92,4.82,95.49,56.86,17.56,29.31,88.61,65.16,55.95,16.08,10.72,8.71,0.34,0,0,1.17,5.36,14.74,7.37,0.5,15.58,6.37,4.02,8.04,1.01,10.89,5.7,2.01,6.03,1.34,1.84,3.02,14.74,0.84,13.9,5.19,1.68,0.84,1.51,0.67,4.19,0.17,8.88,5.36,3.02,4.19,1.68,2.01,0,1.84,0,0,12.23,7.54,1.17,0,2.35,0.34,3.18,4.19,0,0.5,0,0,0.17,0.17,0,0,0.84,0,0.17,0.34,0.17,0.17,0.67,0.34,0,0.17,0,0,0,0,0,0.17,0.34,0.34,0,0.17,0,0.67,0.17,0.5,3.85,9.72,0.84,1.68,5.19,1.17,0.34,0.84,3.35,6.37,1.34,0,0,0,0,0,0,14.07,5.7,6.2,0,0,1.17,1.01,0
extr_anta_unco_emot_clos_p10.txt,1,676,74.95,4.27,97.85,47.12,18.78,23.37,90.24,70.56,57.4,14.05,10.21,8.43,0,0,0,1.33,3.85,15.68,9.17,0.44,16.86,5.62,3.7,9.47,0.89,13.46,5.47,3.11,3.4,1.48,1.18,0.74,15.09,1.18,13.91,4.14,2.37,1.18,1.33,0.74,3.55,0.3,6.36,3.85,2.07,3.85,1.92,1.48,0,1.33,0,0,10.65,6.66,1.04,0,1.04,0.15,2.66,3.11,0,0.3,0,0,0.15,0,0,0.15,1.63,0.59,0.59,0.3,0.15,0,1.04,0.59,0,0.3,0,0.15,0,0.15,0.15,0.59,0,0.15,0.3,0.3,0,0.15,0.3,0.59,5.47,13.46,1.63,1.92,8.14,0.59,0.3,1.18,4.29,7.99,0.59,0.44,0,0,0,0,0,13.46,5.33,6.95,0,0,0.74,0.44,0
